AR 100 100
B 55 3 6
B 55 4 18
B 55 5 9
B 55 6 12
B 55 7 6
B 55 8 5
B 55 9 8
B 55 10 7
B 55 11 18
B 55 12 19
B 55 13 17
B 55 14 5
B 55 15 14
B 55 16 17
B 55 17 25
B 55 18 14
B 55 19 7
B 55 20 3
B 55 21 12
B 55 22 17
B 55 23 16
B 55 24 14
B 55 25 9
B 55 26 12
B 55 27 21
B 55 28 13
B 55 29 23
B 55 30 11
B 55 31 11
B 55 32 17
B 55 33 19
B 55 34 10
B 55 35 2
B 55 36 0
B 55 37 7
B 55 38 1
B 55 39 25
B 55 40 4
B 55 41 13
B 55 42 20
B 55 43 3
B 55 44 21
B 55 45 21
B 55 46 18
B 55 47 14
B 55 48 6
B 55 49 6
B 55 50 2
B 55 51 3
B 55 52 12
B 55 53 14
B 55 54 17
B 55 55 6
B 55 56 0
B 55 57 23
B 55 58 4
B 55 59 4
B 55 60 24
B 55 61 15
B 55 62 24
B 55 63 23
B 55 64 15
B 55 65 1
B 55 66 23
B 55 67 14
B 55 68 8
B 55 69 4
B 55 70 17
B 55 71 16
B 55 72 24
B 55 73 25
B 55 74 11
B 55 75 10
B 55 76 16
B 55 77 25
B 55 78 18
B 55 79 13
B 55 80 21
B 55 81 9
B 55 82 6
B 55 83 6
B 55 84 6
B 55 85 2
B 55 86 14
B 55 87 8
B 55 88 23
B 55 89 10
B 55 90 7
B 55 91 21
B 55 92 4
B 55 93 1
B 55 94 18
B 55 95 20
B 55 96 11
B 55 97 19
B 55 98 20
B 55 99 6
B 56 0 19
B 56 1 10
B 56 2 25
B 56 3 21
B 56 4 24
B 56 5 20
B 56 6 24
B 56 7 18
B 56 8 25
B 56 9 17
B 56 10 16
B 56 11 20
B 56 12 9
B 56 13 25
B 56 14 15
B 56 15 4
B 56 16 1
B 56 17 5
B 56 18 16
B 56 19 20
B 56 20 19
B 56 21 18
B 56 22 20
B 56 23 6
B 56 24 17
B 56 25 5
B 56 26 2
B 56 27 22
B 56 28 14
B 56 29 16
B 56 30 8
B 56 31 9
B 56 32 17
B 56 33 20
B 56 34 15
B 56 35 15
B 56 36 13
B 56 37 10
B 56 38 7
B 56 39 12
B 56 40 12
B 56 41 13
B 56 42 9
B 56 43 9
B 56 44 25
B 56 45 19
B 56 46 8
B 56 47 6
B 56 48 5
B 56 49 16
B 56 50 5
B 56 51 22
B 56 52 2
B 56 53 8
B 56 54 22
B 56 55 10
B 56 56 21
B 56 57 4
B 56 58 1
B 56 59 8
B 56 60 10
B 56 61 18
B 56 62 20
B 56 63 6
B 56 64 23
B 56 65 4
B 56 66 22
B 56 67 13
B 56 68 13
B 56 69 8
B 56 70 6
B 56 71 8
B 56 72 9
B 56 73 17
B 56 74 3
B 56 75 24
B 56 76 19
B 56 77 10
B 56 78 3
B 56 79 13
B 56 80 4
B 56 81 13
B 56 82 16
B 56 83 18
B 56 84 11
B 56 85 1
B 56 86 0
B 56 87 7
B 56 88 19
B 56 89 5
B 56 90 1
B 56 91 4
B 56 92 14
B 56 93 24
B 56 94 8
B 56 95 2
B 56 96 17
B 56 97 3
B 56 98 15
B 56 99 1
B 57 0 8
B 57 1 8
B 57 2 9
B 57 3 25
B 57 4 13
B 57 5 4
B 57 6 12
B 57 7 12
B 57 8 22
B 57 9 6
B 57 10 19
B 57 11 0
B 57 12 16
B 57 13 17
B 57 14 10
B 57 15 5
B 57 16 7
B 57 17 4
B 57 18 3
B 57 19 19
B 57 20 11
B 57 21 24
B 57 22 25
B 57 23 16
B 57 24 10
B 57 25 24
B 57 26 24
B 57 27 9
B 57 28 0
B 57 29 17
B 57 30 11
B 57 31 11
B 57 32 8
B 57 33 24
B 57 34 19
B 57 35 14
B 57 36 14
B 57 37 14
B 57 38 11
B 57 39 2
B 57 40 3
B 57 41 17
B 57 42 3
B 57 43 16
B 57 44 8
B 57 45 6
B 57 46 21
B 57 47 11
B 57 48 21
B 57 49 6
B 57 50 25
B 57 51 22
B 57 52 22
B 57 53 5
B 57 54 15
B 57 55 14
B 57 56 2
B 57 57 13
B 57 58 1
B 57 59 20
B 57 60 14
B 57 61 3
B 57 62 23
B 57 63 19
B 57 64 15
B 57 65 24
B 57 66 14
B 57 67 4
B 57 68 10
B 57 69 2
B 57 70 23
B 57 71 13
B 57 72 23
B 57 73 22
B 57 74 0
B 57 75 25
B 57 76 21
B 57 77 20
B 57 78 6
B 57 79 16
B 57 80 17
B 57 81 18
B 57 82 25
B 57 83 8
B 57 84 11
B 57 85 0
B 57 86 20
B 57 87 6
B 57 88 23
B 57 89 5
B 57 90 6
B 57 91 17
B 57 92 22
B 57 93 9
B 57 94 16
B 57 95 13
B 57 96 19
B 57 97 23
B 57 98 5
B 57 99 24
B 58 0 14
B 58 1 19
B 58 2 14
B 58 3 13
B 58 4 20
B 58 5 23
B 58 6 18
B 58 7 22
B 58 8 22
B 58 9 18
B 58 10 18
B 58 11 17
B 58 12 24
B 58 13 15
B 58 14 10
B 58 15 10
B 58 16 2
B 58 17 13
B 58 18 3
B 58 19 15
B 58 20 22
B 58 21 15
B 58 22 25
B 58 23 4
B 58 24 11
B 58 25 15
B 58 26 2
B 58 27 12
B 58 28 4
B 58 29 23
B 58 30 4
B 58 31 1
B 58 32 4
B 58 33 10
B 58 34 6
B 58 35 17
B 58 36 17
B 58 37 7
B 58 38 1
B 58 39 7
B 58 40 8
B 58 41 3
B 58 42 22
B 58 43 15
B 58 44 15
B 58 45 8
B 58 46 1
B 58 47 23
B 58 48 1
B 58 49 17
B 58 50 19
B 58 51 24
B 58 52 17
B 58 53 0
B 58 54 2
B 58 55 18
B 58 56 6
B 58 57 9
B 58 58 4
B 58 59 16
B 58 60 6
B 58 61 13
B 58 62 0
B 58 63 25
B 58 64 1
B 58 65 14
B 58 66 15
B 58 67 3
B 58 68 4
B 58 69 2
B 58 70 7
B 58 71 0
B 58 72 6
B 58 73 15
B 58 74 25
B 58 75 20
B 58 76 19
B 58 77 7
B 58 78 11
B 58 79 23
B 58 80 5
B 58 81 21
B 58 82 23
B 58 83 14
B 58 84 3
B 58 85 2
B 58 86 23
B 58 87 2
B 58 88 17
B 58 89 13
B 58 90 22
B 58 91 5
B 58 92 2
B 58 93 3
B 58 94 24
B 58 95 1
B 58 96 3
B 58 97 2
B 58 98 14
B 58 99 19
B 59 0 14
B 59 1 20
B 59 2 21
B 59 3 2
B 59 4 16
B 59 5 13
B 59 6 1
B 59 7 1
B 59 8 17
B 59 9 11
B 59 10 0
B 59 11 8
B 59 12 22
B 59 13 24
B 59 14 23
B 59 15 23
B 59 16 0
B 59 17 13
B 59 18 14
B 59 19 25
B 59 20 9
B 59 21 22
B 59 22 12
B 59 23 25
B 59 24 21
B 59 25 0
B 59 26 7
B 59 27 0
B 59 28 0
B 59 29 19
B 59 30 6
B 59 31 1
B 59 32 17
B 59 33 20
B 59 34 7
B 59 35 22
B 59 36 0
B 59 37 7
B 59 38 24
B 59 39 21
B 59 40 18
B 59 41 6
B 59 42 1
B 59 43 10
B 59 44 17
B 59 45 10
B 59 46 24
B 59 47 12
B 59 48 11
B 59 49 7
B 59 50 19
B 59 51 16
B 59 52 7
B 59 53 18
B 59 54 24
B 59 55 20
B 59 56 14
B 59 57 15
B 59 58 3
B 59 59 14
B 59 60 6
B 59 61 4
B 59 62 13
B 59 63 13
B 59 64 15
B 59 65 22
B 59 66 17
B 59 67 15
B 59 68 2
B 59 69 14
B 59 70 16
B 59 71 23
B 59 72 10
B 59 73 8
B 59 74 10
B 59 75 14
B 59 76 7
B 59 77 20
B 59 78 23
B 59 79 5
B 59 80 8
B 59 81 12
B 59 82 18
B 59 83 12
B 59 84 23
B 59 85 9
B 59 86 25
B 59 87 0
B 59 88 1
B 59 89 7
B 59 90 22
B 59 91 18
B 59 92 9
B 59 93 18
B 59 94 4
B 59 95 12
B 59 96 23
B 59 97 7
B 59 98 7
B 59 99 18
B 60 0 8
B 60 1 19
B 60 2 5
B 60 3 18
B 60 4 10
B 60 5 18
B 60 6 23
B 60 7 21
B 60 8 7
B 60 9 16
B 60 10 13
B 60 11 3
B 60 12 5
B 60 13 9
B 60 14 7
B 60 15 9
B 60 16 23
B 60 17 22
B 60 18 23
B 60 19 14
B 60 20 8
B 60 21 25
B 60 22 25
B 60 23 2
B 60 24 16
B 60 25 9
B 60 26 17
B 60 27 25
B 60 28 24
B 60 29 14
B 60 30 14
B 60 31 13
B 60 32 10
B 60 33 9
B 60 34 20
B 60 35 20
B 60 36 21
B 60 37 5
B 60 38 2
B 60 39 1
B 60 40 2
B 60 41 16
B 60 42 23
B 60 43 24
B 60 44 25
B 60 45 25
B 60 46 19
B 60 47 21
B 60 48 11
B 60 49 5
B 60 50 4
B 60 51 0
B 60 52 9
B 60 53 2
B 60 54 1
B 60 55 1
B 60 56 25
B 60 57 1
B 60 58 9
B 60 59 24
B 60 60 21
B 60 61 6
B 60 62 22
B 60 63 22
B 60 64 25
B 60 65 21
B 60 66 23
B 60 67 24
B 60 68 6
B 60 69 17
B 60 70 25
B 60 71 24
B 60 72 21
B 60 73 1
B 60 74 17
B 60 75 6
B 60 76 8
B 60 77 10
B 60 78 9
B 60 79 19
B 60 80 15
B 60 81 20
B 60 82 25
B 60 83 19
B 60 84 12
B 60 85 9
B 60 86 5
B 60 87 21
B 60 88 11
B 60 89 3
B 60 90 18
B 60 91 0
B 60 92 19
B 60 93 3
B 60 94 25
B 60 95 9
B 60 96 13
B 60 97 0
B 60 98 23
B 60 99 20
B 61 0 18
B 61 1 5
B 61 2 18
B 61 3 25
B 61 4 24
B 61 5 22
B 61 6 21
B 61 7 3
B 61 8 13
B 61 9 2
B 61 10 11
B 61 11 3
B 61 12 16
B 61 13 15
B 61 14 3
B 61 15 21
B 61 16 3
B 61 17 19
B 61 18 25
B 61 19 21
B 61 20 13
B 61 21 23
B 61 22 14
B 61 23 3
B 61 24 14
B 61 25 14
B 61 26 25
B 61 27 1
B 61 28 1
B 61 29 11
B 61 30 4
B 61 31 17
B 61 32 22
B 61 33 21
B 61 34 1
B 61 35 10
B 61 36 21
B 61 37 4
B 61 38 8
B 61 39 14
B 61 40 15
B 61 41 14
B 61 42 9
B 61 43 17
B 61 44 1
B 61 45 15
B 61 46 22
B 61 47 8
B 61 48 3
B 61 49 4
B 61 50 2
B 61 51 25
B 61 52 13
B 61 53 25
B 61 54 4
B 61 55 21
B 61 56 4
B 61 57 2
B 61 58 17
B 61 59 18
B 61 60 19
B 61 61 5
B 61 62 3
B 61 63 6
B 61 64 15
B 61 65 8
B 61 66 20
B 61 67 3
B 61 68 13
B 61 69 9
B 61 70 4
B 61 71 10
B 61 72 21
B 61 73 15
B 61 74 4
B 61 75 10
B 61 76 16
B 61 77 2
B 61 78 8
B 61 79 17
B 61 80 11
B 61 81 8
B 61 82 7
B 61 83 5
B 61 84 4
B 61 85 13
B 61 86 9
B 61 87 8
B 61 88 25
B 61 89 24
B 61 90 16
B 61 91 12
B 61 92 13
B 61 93 5
B 61 94 16
B 61 95 23
B 61 96 3
B 61 97 9
B 61 98 12
B 61 99 6
B 62 0 3
B 62 1 22
B 62 2 8
B 62 3 0
B 62 4 8
B 62 5 7
B 62 6 12
B 62 7 14
B 62 8 3
B 62 9 6
B 62 10 24
B 62 11 17
B 62 12 3
B 62 13 25
B 62 14 4
B 62 15 23
B 62 16 20
B 62 17 1
B 62 18 16
B 62 19 19
B 62 20 14
B 62 21 15
B 62 22 3
B 62 23 2
B 62 24 5
B 62 25 15
B 62 26 17
B 62 27 20
B 62 28 3
B 62 29 0
B 62 30 22
B 62 31 9
B 62 32 12
B 62 33 4
B 62 34 17
B 62 35 5
B 62 36 18
B 62 37 0
B 62 38 16
B 62 39 6
B 62 40 6
B 62 41 20
B 62 42 20
B 62 43 2
B 62 44 21
B 62 45 1
B 62 46 1
B 62 47 2
B 62 48 5
B 62 49 16
B 62 50 1
B 62 51 0
B 62 52 1
B 62 53 19
B 62 54 11
B 62 55 17
B 62 56 17
B 62 57 17
B 62 58 18
B 62 59 9
B 62 60 11
B 62 61 17
B 62 62 5
B 62 63 10
B 62 64 12
B 62 65 25
B 62 66 18
B 62 67 0
B 62 68 14
B 62 69 21
B 62 70 5
B 62 71 5
B 62 72 22
B 62 73 4
B 62 74 0
B 62 75 20
B 62 76 15
B 62 77 18
B 62 78 6
B 62 79 23
B 62 80 3
B 62 81 3
B 62 82 24
B 62 83 13
B 62 84 23
B 62 85 1
B 62 86 24
B 62 87 16
B 62 88 21
B 62 89 13
B 62 90 25
B 62 91 0
B 62 92 19
B 62 93 1
B 62 94 25
B 62 95 17
B 62 96 22
B 62 97 21
B 62 98 10
B 62 99 22
B 63 0 25
B 63 1 21
B 63 2 15
B 63 3 5
B 63 4 7
B 63 5 14
B 63 6 18
B 63 7 19
B 63 8 25
B 63 9 9
B 63 10 20
B 63 11 4
B 63 12 23
B 63 13 15
B 63 14 5
B 63 15 17
B 63 16 11
B 63 17 1
B 63 18 2
B 63 19 4
B 63 20 4
B 63 21 5
B 63 22 20
B 63 23 3
B 63 24 10
B 63 25 8
B 63 26 5
B 63 27 5
B 63 28 23
B 63 29 16
B 63 30 24
B 63 31 14
B 63 32 20
B 63 33 13
B 63 34 8
B 63 35 1
B 63 36 24
B 63 37 6
B 63 38 10
B 63 39 7
B 63 40 20
B 63 41 19
B 63 42 14
B 63 43 4
B 63 44 16
B 63 45 13
B 63 46 13
B 63 47 24
B 63 48 15
B 63 49 22
B 63 50 16
B 63 51 2
B 63 52 15
B 63 53 8
B 63 54 14
B 63 55 24
B 63 56 19
B 63 57 12
B 63 58 20
B 63 59 17
B 63 60 5
B 63 61 21
B 63 62 6
B 63 63 3
B 63 64 18
B 63 65 10
B 63 66 16
B 63 67 8
B 63 68 16
B 63 69 18
B 63 70 8
B 63 71 7
B 63 72 17
B 63 73 20
B 63 74 0
B 63 75 6
B 63 76 15
B 63 77 13
B 63 78 3
B 63 79 13
B 63 80 21
B 63 81 21
B 63 82 13
B 63 83 22
B 63 84 19
B 63 85 18
B 63 86 21
B 63 87 22
B 63 88 3
B 63 89 7
B 63 90 0
B 63 91 13
B 63 92 12
B 63 93 8
B 63 94 18
B 63 95 17
B 63 96 22
B 63 97 15
B 63 98 22
B 63 99 23
B 64 0 9
B 64 1 19
B 64 2 10
B 64 3 10
B 64 4 19
B 64 5 15
B 64 6 14
B 64 7 15
B 64 8 20
B 64 9 18
B 64 10 10
B 64 11 12
B 64 12 22
B 64 13 22
B 64 14 12
B 64 15 23
B 64 16 21
B 64 17 2
B 64 18 17
B 64 19 1
B 64 20 13
B 64 21 12
B 64 22 24
B 64 23 8
B 64 24 7
B 64 25 8
B 64 26 23
B 64 27 19
B 64 28 5
B 64 29 20
B 64 30 2
B 64 31 13
B 64 32 24
B 64 33 12
B 64 34 1
B 64 35 14
B 64 36 8
B 64 37 3
B 64 38 22
B 64 39 17
B 64 40 17
B 64 41 23
B 64 42 14
B 64 43 20
B 64 44 14
B 64 45 7
B 64 46 22
B 64 47 1
B 64 48 19
B 64 49 9
B 64 50 4
B 64 51 9
B 64 52 16
B 64 53 10
B 64 54 1
B 64 55 5
B 64 56 4
B 64 57 10
B 64 58 12
B 64 59 22
B 64 60 11
B 64 61 0
B 64 62 21
B 64 63 19
B 64 64 13
B 64 65 4
B 64 66 12
B 64 67 22
B 64 68 2
B 64 69 18
B 64 70 7
B 64 71 14
B 64 72 11
B 64 73 11
B 64 74 11
B 64 75 25
B 64 76 12
B 64 77 0
B 64 78 8
B 64 79 25
B 64 80 14
B 64 81 16
B 64 82 19
B 64 83 25
B 64 84 24
B 64 85 4
B 64 86 22
B 64 87 15
B 64 88 22
B 64 89 0
B 64 90 17
B 64 91 5
B 64 92 21
B 64 93 18
B 64 94 18
B 64 95 17
B 64 96 13
B 64 97 22
B 64 98 12
B 64 99 15
B 65 0 12
B 65 1 21
B 65 2 12
B 65 3 25
B 65 4 4
B 65 5 17
B 65 6 18
B 65 7 1
B 65 8 6
B 65 9 16
B 65 10 10
B 65 11 0
B 65 12 22
B 65 13 13
B 65 14 11
B 65 15 12
B 65 16 11
B 65 17 17
B 65 18 12
B 65 19 4
B 65 20 14
B 65 21 19
B 65 22 2
B 65 23 17
B 65 24 10
B 65 25 10
B 65 26 7
B 65 27 18
B 65 28 22
B 65 29 0
B 65 30 7
B 65 31 10
B 65 32 13
B 65 33 22
B 65 34 0
B 65 35 4
B 65 36 18
B 65 37 21
B 65 38 6
B 65 39 14
B 65 40 7
B 65 41 2
B 65 42 20
B 65 43 7
B 65 44 10
B 65 45 21
B 65 46 6
B 65 47 15
B 65 48 19
B 65 49 23
B 65 50 24
B 65 51 16
B 65 52 0
B 65 53 1
B 65 54 23
B 65 55 3
B 65 56 18
B 65 57 12
B 65 58 7
B 65 59 10
B 65 60 3
B 65 61 2
B 65 62 22
B 65 63 6
B 65 64 23
B 65 65 2
B 65 66 11
B 65 67 16
B 65 68 6
B 65 69 1
B 65 70 6
B 65 71 5
B 65 72 25
B 65 73 23
B 65 74 9
B 65 75 3
B 65 76 10
B 65 77 3
B 65 78 16
B 65 79 12
B 65 80 24
B 65 81 7
B 65 82 8
B 65 83 13
B 65 84 6
B 65 85 13
B 65 86 5
B 65 87 12
B 65 88 16
B 65 89 4
B 65 90 5
B 65 91 7
B 65 92 4
B 65 93 20
B 65 94 10
B 65 95 14
B 65 96 9
B 65 97 24
B 65 98 15
B 65 99 25
B 66 0 6
B 66 1 21
B 66 2 11
B 66 3 6
B 66 4 17
B 66 5 8
B 66 6 7
B 66 7 5
B 66 8 2
B 66 9 25
B 66 10 2
B 66 11 4
B 66 12 23
B 66 13 5
B 66 14 9
B 66 15 19
B 66 16 12
B 66 17 15
B 66 18 10
B 66 19 5
B 66 20 13
B 66 21 5
B 66 22 21
B 66 23 1
B 66 24 15
B 66 25 4
B 66 26 7
B 66 27 16
B 66 28 0
B 66 29 23
B 66 30 19
B 66 31 18
B 66 32 4
B 66 33 15
B 66 34 16
B 66 35 5
B 66 36 23
B 66 37 25
B 66 38 2
B 66 39 0
B 66 40 0
B 66 41 8
B 66 42 22
B 66 43 11
B 66 44 7
B 66 45 25
B 66 46 16
B 66 47 24
B 66 48 12
B 66 49 3
B 66 50 5
B 66 51 10
B 66 52 15
B 66 53 20
B 66 54 19
B 66 55 24
B 66 56 24
B 66 57 7
B 66 58 14
B 66 59 19
B 66 60 6
B 66 61 21
B 66 62 0
B 66 63 14
B 66 64 0
B 66 65 18
B 66 66 18
B 66 67 3
B 66 68 20
B 66 69 0
B 66 70 3
B 66 71 9
B 66 72 0
B 66 73 18
B 66 74 12
B 66 75 1
B 66 76 20
B 66 77 1
B 66 78 15
B 66 79 12
B 66 80 15
B 66 81 3
B 66 82 18
B 66 83 22
B 66 84 4
B 66 85 5
B 66 86 13
B 66 87 12
B 66 88 6
B 66 89 4
B 66 90 24
B 66 91 4
B 66 92 6
B 66 93 13
B 66 94 20
B 66 95 0
B 66 96 1
B 66 97 5
B 66 98 8
B 66 99 22
B 67 0 8
B 67 1 6
B 67 2 10
B 67 3 13
B 67 4 13
B 67 5 2
B 67 6 22
B 67 7 17
B 67 8 5
B 67 9 9
B 67 10 7
B 67 11 1
B 67 12 0
B 67 13 21
B 67 14 9
B 67 15 9
B 67 16 21
B 67 17 15
B 67 18 2
B 67 19 1
B 67 20 15
B 67 21 21
B 67 22 22
B 67 23 11
B 67 24 14
B 67 25 6
B 67 26 7
B 67 27 3
B 67 28 19
B 67 29 3
B 67 30 25
B 67 31 20
B 67 32 10
B 67 33 15
B 67 34 22
B 67 35 20
B 67 36 16
B 67 37 19
B 67 38 11
B 67 39 7
B 67 40 25
B 67 41 21
B 67 42 21
B 67 43 6
B 67 44 0
B 67 45 17
B 67 46 22
B 67 47 18
B 67 48 15
B 67 49 6
B 67 50 6
B 67 51 13
B 67 52 16
B 67 53 14
B 67 54 5
B 67 55 20
B 67 56 14
B 67 57 13
B 67 58 10
B 67 59 9
B 67 60 23
B 67 61 2
B 67 62 13
B 67 63 5
B 67 64 19
B 67 65 20
B 67 66 1
B 67 67 8
B 67 68 5
B 67 69 2
B 67 70 20
B 67 71 21
B 67 72 11
B 67 73 0
B 67 74 25
B 67 75 16
B 67 76 20
B 67 77 11
B 67 78 25
B 67 79 11
B 67 80 13
B 67 81 6
B 67 82 12
B 67 83 22
B 67 84 17
B 67 85 21
B 67 86 6
B 67 87 23
B 67 88 6
B 67 89 4
B 67 90 17
B 67 91 25
B 67 92 14
B 67 93 11
B 67 94 3
B 67 95 1
B 67 96 17
B 67 97 19
B 67 98 24
B 67 99 8
B 68 0 23
B 68 1 4
B 68 2 9
B 68 3 11
B 68 4 3
B 68 5 3
B 68 6 5
B 68 7 7
B 68 8 25
B 68 9 20
B 68 10 21
B 68 11 22
B 68 12 18
B 68 13 16
B 68 14 2
B 68 15 3
B 68 16 19
B 68 17 10
B 68 18 21
B 68 19 19
B 68 20 16
B 68 21 3
B 68 22 18
B 68 23 7
B 68 24 5
B 68 25 19
B 68 26 0
B 68 27 13
B 68 28 15
B 68 29 4
B 68 30 13
B 68 31 8
B 68 32 9
B 68 33 24
B 68 34 20
B 68 35 14
B 68 36 14
B 68 37 15
B 68 38 15
B 68 39 23
B 68 40 22
B 68 41 4
B 68 42 9
B 68 43 13
B 68 44 12
B 68 45 0
B 68 46 10
B 68 47 19
B 68 48 3
B 68 49 0
B 68 50 15
B 68 51 1
B 68 52 17
B 68 53 23
B 68 54 15
B 68 55 12
B 68 56 11
B 68 57 3
B 68 58 22
B 68 59 11
B 68 60 24
B 68 61 5
B 68 62 7
B 68 63 25
B 68 64 20
B 68 65 23
B 68 66 13
B 68 67 18
B 68 68 23
B 68 69 7
B 68 70 21
B 68 71 2
B 68 72 13
B 68 73 25
B 68 74 20
B 68 75 19
B 68 76 4
B 68 77 15
B 68 78 11
B 68 79 19
B 68 80 18
B 68 81 14
B 68 82 4
B 68 83 2
B 68 84 9
B 68 85 5
B 68 86 11
B 68 87 21
B 68 88 25
B 68 89 15
B 68 90 8
B 68 91 12
B 68 92 24
B 68 93 8
B 68 94 22
B 68 95 11
B 68 96 16
B 68 97 11
B 68 98 2
B 68 99 24
B 69 0 17
B 69 1 21
B 69 2 16
B 69 3 3
B 69 4 10
B 69 5 21
B 69 6 13
B 69 7 8
B 69 8 25
B 69 9 21
B 69 10 24
B 69 11 22
B 69 12 12
B 69 13 25
B 69 14 16
B 69 15 25
B 69 16 23
B 69 17 9
B 69 18 18
B 69 19 7
B 69 20 13
B 69 21 15
B 69 22 3
B 69 23 5
B 69 24 8
B 69 25 23
B 69 26 14
B 69 27 22
B 69 28 16
B 69 29 22
B 69 30 15
B 69 31 0
B 69 32 9
B 69 33 9
B 69 34 8
B 69 35 21
B 69 36 16
B 69 37 16
B 69 38 1
B 69 39 8
B 69 40 7
B 69 41 12
B 69 42 20
B 69 43 5
B 69 44 20
B 69 45 5
B 69 46 1
B 69 47 18
B 69 48 8
B 69 49 18
B 69 50 25
B 69 51 14
B 69 52 18
B 69 53 25
B 69 54 13
B 69 55 8
B 69 56 0
B 69 57 9
B 69 58 8
B 69 59 10
B 69 60 5
B 69 61 9
B 69 62 12
B 69 63 19
B 69 64 13
B 69 65 23
B 69 66 18
B 69 67 11
B 69 68 18
B 69 69 1
B 69 70 17
B 69 71 4
B 69 72 7
B 69 73 25
B 69 74 13
B 69 75 4
B 69 76 4
B 69 77 1
B 69 78 15
B 69 79 5
B 69 80 19
B 69 81 2
B 69 82 3
B 69 83 2
B 69 84 24
B 69 85 3
B 69 86 2
B 69 87 4
B 69 88 13
B 69 89 1
B 69 90 19
B 69 91 13
B 69 92 4
B 69 93 20
B 69 94 12
B 69 95 17
B 69 96 24
B 69 97 11
B 69 98 10
B 69 99 12
B 70 0 18
B 70 1 25
B 70 2 23
B 70 3 9
B 70 4 14
B 70 5 7
B 70 6 4
B 70 7 0
B 70 8 25
B 70 9 13
B 70 10 24
B 70 11 21
B 70 12 22
B 70 13 13
B 70 14 23
B 70 15 2
B 70 16 14
B 70 17 22
B 70 18 20
B 70 19 13
B 70 20 15
B 70 21 11
B 70 22 24
B 70 23 12
B 70 24 11
B 70 25 16
B 70 26 8
B 70 27 18
B 70 28 10
B 70 29 15
B 70 30 16
B 70 31 6
B 70 32 13
B 70 33 0
B 70 34 1
B 70 35 14
B 70 36 4
B 70 37 7
B 70 38 7
B 70 39 14
B 70 40 4
B 70 41 21
B 70 42 7
B 70 43 23
B 70 44 25
B 70 45 2
B 70 46 19
B 70 47 4
B 70 48 16
B 70 49 17
B 70 50 18
B 70 51 17
B 70 52 8
B 70 53 4
B 70 54 14
B 70 55 16
B 70 56 17
B 70 57 14
B 70 58 18
B 70 59 14
B 70 60 11
B 70 61 23
B 70 62 23
B 70 63 18
B 70 64 5
B 70 65 18
B 70 66 6
B 70 67 22
B 70 68 21
B 70 69 15
B 70 70 19
B 70 71 12
B 70 72 8
B 70 73 22
B 70 74 1
B 70 75 14
B 70 76 2
B 70 77 13
B 70 78 16
B 70 79 0
B 70 80 13
B 70 81 10
B 70 82 10
B 70 83 12
B 70 84 7
B 70 85 11
B 70 86 20
B 70 87 13
B 70 88 13
B 70 89 4
B 70 90 23
B 70 91 11
B 70 92 21
B 70 93 20
B 70 94 8
B 70 95 14
B 70 96 3
B 70 97 15
B 70 98 13
B 70 99 11
B 71 0 25
B 71 1 2
B 71 2 11
B 71 3 13
B 71 4 7
B 71 5 4
B 71 6 8
B 71 7 25
B 71 8 12
B 71 9 13
B 71 10 3
B 71 11 20
B 71 12 15
B 71 13 14
B 71 14 1
B 71 15 2
B 71 16 12
B 71 17 23
B 71 18 23
B 71 19 5
B 71 20 9
B 71 21 12
B 71 22 11
B 71 23 19
B 71 24 17
B 71 25 20
B 71 26 4
B 71 27 17
B 71 28 20
B 71 29 7
B 71 30 20
B 71 31 0
B 71 32 16
B 71 33 15
B 71 34 3
B 71 35 1
B 71 36 20
B 71 37 2
B 71 38 22
B 71 39 24
B 71 40 24
B 71 41 8
B 71 42 14
B 71 43 19
B 71 44 15
B 71 45 7
B 71 46 21
B 71 47 24
B 71 48 21
B 71 49 0
B 71 50 1
B 71 51 3
B 71 52 23
B 71 53 2
B 71 54 12
B 71 55 10
B 71 56 22
B 71 57 6
B 71 58 18
B 71 59 21
B 71 60 21
B 71 61 2
B 71 62 15
B 71 63 4
B 71 64 10
B 71 65 19
B 71 66 17
B 71 67 5
B 71 68 22
B 71 69 7
B 71 70 19
B 71 71 7
B 71 72 9
B 71 73 8
B 71 74 17
B 71 75 1
B 71 76 3
B 71 77 7
B 71 78 4
B 71 79 12
B 71 80 9
B 71 81 2
B 71 82 10
B 71 83 0
B 71 84 22
B 71 85 25
B 71 86 6
B 71 87 4
B 71 88 11
B 71 89 7
B 71 90 4
B 71 91 1
B 71 92 12
B 71 93 15
B 71 94 11
B 71 95 11
B 71 96 20
B 71 97 19
B 71 98 7
B 71 99 2
B 72 0 1
B 72 1 10
B 72 2 13
B 72 3 12
B 72 4 23
B 72 5 23
B 72 6 19
B 72 7 17
B 72 8 4
B 72 9 6
B 72 10 19
B 72 11 13
B 72 12 20
B 72 13 11
B 72 14 3
B 72 15 18
B 72 16 14
B 72 17 13
B 72 18 12
B 72 19 5
B 72 20 9
B 72 21 21
B 72 22 1
B 72 23 11
B 72 24 25
B 72 25 14
B 72 26 10
B 72 27 12
B 72 28 16
B 72 29 13
B 72 30 0
B 72 31 15
B 72 32 8
B 72 33 16
B 72 34 14
B 72 35 20
B 72 36 17
B 72 37 16
B 72 38 24
B 72 39 6
B 72 40 15
B 72 41 21
B 72 42 22
B 72 43 23
B 72 44 10
B 72 45 3
B 72 46 8
B 72 47 15
B 72 48 11
B 72 49 3
B 72 50 18
B 72 51 24
